Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.004,
Horizontal Delay,0,
Sample Interval,4e-06,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,2,
Vertical Position,2,
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.8392e-02,-0.108125,2.86156
-1.8388e-02,-0.104062,2.86906
-1.8384e-02,-0.09375,2.87875
-1.8380e-02,-0.0871875,2.88781
-1.8376e-02,-0.078125,2.89687
-1.8372e-02,-0.07,2.90656
-1.8368e-02,-0.0609375,2.91469
-1.8364e-02,-0.0471875,2.925
-1.8360e-02,-0.035,2.93625
-1.8356e-02,-0.0246875,2.94313
-1.8352e-02,-0.0178125,2.95437
-1.8348e-02,-0.0065625,2.96344
-1.8344e-02,0.0025,2.96812
-1.8340e-02,0.01125,2.97687
-1.8336e-02,0.021875,2.98906
-1.8332e-02,0.0334375,2.99719
-1.8328e-02,0.045625,3.00719
-1.8324e-02,0.0559375,3.01625
-1.8320e-02,0.061875,3.02687
-1.8316e-02,0.070625,3.03781
-1.8312e-02,0.079375,3.04469
-1.8308e-02,0.08625,3.05281
-1.8304e-02,0.091875,3.06
-1.8300e-02,0.10125,3.06875
-1.8296e-02,0.11125,3.07844
-1.8292e-02,0.121875,3.08906
-1.8288e-02,0.136563,3.09906
-1.8284e-02,0.15,3.10938
-1.8280e-02,0.155938,3.11625
-1.8276e-02,0.16625,3.12844
-1.8272e-02,0.173125,3.13531
-1.8268e-02,0.18125,3.14125
-1.8264e-02,0.193125,3.15094
-1.8260e-02,0.197188,3.15813
-1.8256e-02,0.207187,3.16656
-1.8252e-02,0.219375,3.17781
-1.8248e-02,0.228438,3.18344
-1.8244e-02,0.237813,3.1925
-1.8240e-02,0.239375,3.20156
-1.8236e-02,0.246875,3.20969
-1.8232e-02,0.254062,3.215
-1.8228e-02,0.259688,3.21937
-1.8224e-02,0.26625,3.225
-1.8220e-02,0.270625,3.23
-1.8216e-02,0.278437,3.23531
-1.8212e-02,0.288437,3.23969
-1.8208e-02,0.295,3.24938
-1.8204e-02,0.300625,3.25406
-1.8200e-02,0.307812,3.26
-1.8196e-02,0.314375,3.26562
-1.8192e-02,0.321875,3.26938
-1.8188e-02,0.325625,3.27625
-1.8184e-02,0.325938,3.2825
-1.8180e-02,0.336875,3.2875
-1.8176e-02,0.344375,3.29375
-1.8172e-02,0.346875,3.29969
-1.8168e-02,0.3525,3.29969
-1.8164e-02,0.3525,3.30469
-1.8160e-02,0.359687,3.31125
-1.8156e-02,0.36625,3.31531
-1.8152e-02,0.372187,3.32094
-1.8148e-02,0.373438,3.31937
-1.8144e-02,0.374375,3.325
-1.8140e-02,0.383438,3.3275
-1.8136e-02,0.386563,3.33312
-1.8132e-02,0.3925,3.33844
-1.8128e-02,0.39625,3.345
-1.8124e-02,0.405938,3.35344
-1.8120e-02,0.415,3.35594
-1.8116e-02,0.415938,3.36062
-1.8112e-02,0.419062,3.36531
-1.8108e-02,0.423438,3.37094
-1.8104e-02,0.428125,3.37094
-1.8100e-02,0.429688,3.3775
-1.8096e-02,0.43625,3.38
-1.8092e-02,0.435313,3.385
-1.8088e-02,0.4425,3.38969
-1.8084e-02,0.449063,3.3925
-1.8080e-02,0.455,3.39781
-1.8076e-02,0.456563,3.40031
-1.8072e-02,0.459062,3.40469
-1.8068e-02,0.465313,3.4075
-1.8064e-02,0.470937,3.40875
-1.8060e-02,0.469688,3.41188
-1.8056e-02,0.469688,3.41437
-1.8052e-02,0.474375,3.41656
-1.8048e-02,0.481875,3.42094
-1.8044e-02,0.488437,3.425
